title,modified_time,kategori,channel,merchant,lokasi,benefit,markdown_benefit,markdown_syarat_dan_ketentuan,syarat_dan_ketentuan,start,end,URL_Name,calltype,Article_Type,record_type
Lifestyle & Entertainment,2024-03-27 22:37:23,Lifestyle & Entertainment,Kartu Debit BRI/Kartu Kredit BRI/BRImo,DRIVING RANGE BINTARO JAYA (Golf),DRIVING RANGE BINTARO JAYA,Gratis 50 bola,Gratis 50 bola,"1. Minimal pembelian 100 bola golf driving
2. Tidak berlaku kelipatan
3. Berlaku pada hari Senin, Rabu, dan Jumat
4. Transaksi wajib menggunakan EDC BRI
5. Berlaku untuk 1 user/kartu/hari/transaksi
6. Bola dipergunakan di hari yang sama","1. Minimal pembelian 100 bola golf driving
2. Tidak berlaku kelipatan
3. Berlaku pada hari Senin, Rabu, dan Jumat
4. Transaksi wajib menggunakan EDC BRI
5. Berlaku untuk 1 user/kartu/hari/transaksi
6. Bola dipergunakan di hari yang sama",2022-11-01 00:00:00,2024-11-30 00:00:00,PM-0000070,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 13:40:56,Food & Beverages,"Kartu Debit,BRImo",PHD,Seluruh restoran pizza hut dan PHD nasional,Diskon 40%,Diskon 40%,"1. Berlaku di seluruh Pizza Hut Restoran dan PHD nasional
2. Minimum transaksi Rp300.000 (sebelum pajak)
3. Maksimal diskon Rp150.000/transaksi/kartu/hari	
4. Berlaku Dine In & Takeaway di store
5. Berlaku hari senin, selasa dan rabu (termasuk libur nasional)	
6. Promo tidak dapat digabung dengan promo diskon lain","1. Berlaku di seluruh Pizza Hut Restoran dan PHD nasional
2. Minimum transaksi Rp300.000 (sebelum pajak)
3. Maksimal diskon Rp150.000/transaksi/kartu/hari	
4. Berlaku Dine In & Takeaway di store
5. Berlaku hari senin, selasa dan rabu (termasuk libur nasional)	
6. Promo tidak dapat digabung dengan promo diskon lain",2024-06-16 00:00:00,2024-07-31 00:00:00,PM-0000071,No Call Type,Promotion,Promotion
Food & Beverages,2024-03-27 22:37:23,Food & Beverages,"Kartu Kredit BRI kecuali World Access, Infinite, dan Corporate Card)",Kimukatsu,Berlaku di outlet tertentu,Diskon 20% maks Rp200.000,Diskon 20% maks Rp200.000,"1. Min. transaksi Rp350.000
2. Berlaku setiap hari","1. Min. transaksi Rp350.000
2. Berlaku setiap hari",2024-01-01 00:00:00,2024-06-30 00:00:00,PM-0000072,No Call Type,Promotion,Promotion
Food & Beverages,2024-03-27 22:37:23,Food & Beverages,"1. Kartu Debit BRI Prioritas, Private & Bisnis Premium 
2. Kartu Kredit BRI World Access dan Infinite, kecuali Corporate Card",Ocean 8,"Berlaku di Ocean 8 Pluit Junction, Lippo Puri",Diskon 35% maks. Rp350.000,Diskon 35% maks. Rp350.000,"1. Min. transaksi Rp350.000
2. Berlaku setiap hari","1. Min. transaksi Rp350.000
2. Berlaku setiap hari",2024-01-01 00:00:00,2024-06-30 00:00:00,PM-0000073,No Call Type,Promotion,Promotion
Food & Beverages,2024-03-27 22:37:23,Food & Beverages,"1. Kartu Debit BRI Prioritas, Private & Bisnis Premium 
2. Kartu Kredit BRI World Access dan Infinite, kecuali Corporate Card",Yakiniku Like,Tidak berlaku di Surabaya,Diskon 35% maks. Rp350.000,Diskon 35% maks. Rp350.000,"1. Min. transaksi Rp350.000
2. Berlaku setiap hari","1. Min. transaksi Rp350.000
2. Berlaku setiap hari",2024-01-01 00:00:00,2024-06-30 00:00:00,PM-0000074,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-14 10:04:47,Food & Beverages,Kartu Debit,McDonald's,Jawa Timur,Diskon 40%,Diskon 40%,"1. Minimum transaksi Rp. 40.000 dan maksimum diskon Rp. 40.000
2. Berlaku untuk pengguna Kartu Debit BRI (Mastercard dan GPN)
3. Berlaku maksimal 1x /kartu di minggu yang sama
4. Promo berlaku setiap selasa dan jumat","1. Minimum transaksi Rp. 40.000 dan maksimum diskon Rp. 40.000
2. Berlaku untuk pengguna Kartu Debit BRI (Mastercard dan GPN)
3. Berlaku maksimal 1x /kartu di minggu yang sama
4. Promo berlaku setiap selasa dan jumat",2024-06-14 00:00:00,2024-06-30 00:00:00,PM-0000075,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-14 11:37:56,Food & Beverages,"Kartu Kredit,Kartu Debit,BRImo",Rejuve,-,Buy 1 Get 1,Buy 1 Get 1,"1. Berlaku setiap senin – rabu
2.1 kartu atau user/transaksi/hari","1. Berlaku setiap senin – rabu
2.1 kartu atau user/transaksi/hari",2024-06-14 00:00:00,2024-06-30 00:00:00,PM-0000076,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 12:38:56,Food & Beverages,"Kartu Kredit,Kartu Debit,BRImo,QRIS",Massilia,Seluruh outlet massilia,Diskon 20%,Diskon 20%,"1. Minimal transaksi Rp750.000
2. Maksimal diskon Rp150.000
3. Berlaku All Debit BRI & Credit Card BRI, QRIS BRImo
4. Berlaku setiap hari
5. Berlaku di seluruh outlet Massilia","1. Minimal transaksi Rp750.000
2. Maksimal diskon Rp150.000
3. Berlaku All Debit BRI & Credit Card BRI, QRIS BRImo
4. Berlaku setiap hari
5. Berlaku di seluruh outlet Massilia",2024-06-16 00:00:00,2024-12-31 00:00:00,PM-0000077,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-19 11:30:27,Food & Beverages,Kartu Kredit,Pepper Lunch,Berlaku di outlet tertentu,Diskon 20%,Diskon 20%,"1. Minimal transaksi Rp350.000
2. Maksimal diskon Rp200.000
3. Berlaku setiap hari
4. Berlaku dengan menggunakan seluruh Kartu Kredit BRI kecuali World Access, Infinite, dan Corporate Card","1. Minimal transaksi Rp350.000
2. Maksimal diskon Rp200.000
3. Berlaku setiap hari
4. Berlaku dengan menggunakan seluruh Kartu Kredit BRI kecuali World Access, Infinite, dan Corporate Card",2024-01-01 00:00:00,2024-06-30 00:00:00,PM-0000078,No Call Type,Promotion,Promotion
Food & Beverages,2024-03-27 22:37:23,Food & Beverages,"1. Kartu Debit BRI Prioritas, Private & Bisnis Premium  
2. Kartu Kredit BRI World Access dan Infinite (kecuali Corporate Card)",Kimukatsu,Berlaku di outlet tertentu,Diskon 35% maks Rp350.000,Diskon 35% maks Rp350.000,"1. Min. transaksi Rp350.000
2. Berlaku setiap hari","1. Min. transaksi Rp350.000
2. Berlaku setiap hari",2024-01-01 00:00:00,2024-06-30 00:00:00,PM-0000079,No Call Type,Promotion,Promotion
Food & Beverages,2024-03-27 22:37:23,Food & Beverages,"Kartu Kredit BRI kecuali World Access, Infinite, dan Corporate Card)",Ocean 8,"Berlaku di Ocean 8 Pluit Junction, Lippo Puri",Diskon 20% maks. Rp200.000,Diskon 20% maks. Rp200.000,"1. Min. transaksi Rp350.000
2. Berlaku setiap hari","1. Min. transaksi Rp350.000
2. Berlaku setiap hari",2024-01-01 00:00:00,2024-06-30 00:00:00,PM-0000080,No Call Type,Promotion,Promotion
Food & Beverages,2024-03-27 22:37:23,Food & Beverages,"1. Diskon 20%: Kartu Kredit BRI kecuali World Access, Infinite, dan Corporate Card)
2. Diskon 35%: Kartu Debit BRI Prioritas, Private & Bisnis Premium dan Kartu Kredit BRI World Access dan Infinite, kecuali Corporate Card",Paradise Dynasty,"Berlaku di Paradise Dynasty Plaza Senayan, Central Park, Baywalk Mall, Soekarno Hatta, PIK, Ciputra World","1. Diskon 20% maks. Rp200.000
2. Diskon 35% maks. Rp350.000","1. Diskon 20% maks. Rp200.000
2. Diskon 35% maks. Rp350.000","1. Min. transaksi Rp350.000
2. Berlaku setiap hari","1. Min. transaksi Rp350.000
2. Berlaku setiap hari",2024-01-01 00:00:00,2024-06-30 00:00:00,PM-0000081,No Call Type,Promotion,Promotion
Travel & Hotel,2024-03-27 22:37:23,Travel & Hotel,Kartu Kredit JCB,ANA Airlines,Berlaku untuk rute penerbangan Indonesia - Jepang (PP),"Diskon 8% untuk pembelian tiket kelas ekonomi dan kelas premium

Diskon 10% untuk pembelian tiket bisnis","Diskon 8% untuk pembelian tiket kelas ekonomi dan kelas premium

Diskon 10% untuk pembelian tiket bisnis","Travel Agent : Dwidaya Tour, Golden Rama Tour & Panorama JTB
Periode pemesanan : 01 Desember 2023 - 29 Februari 2024
Periode penerbangan : 01 Desember 2023 - 30 April 2024","Travel Agent : Dwidaya Tour, Golden Rama Tour & Panorama JTB
Periode pemesanan : 01 Desember 2023 - 29 Februari 2024
Periode penerbangan : 01 Desember 2023 - 30 April 2024",2023-12-01 00:00:00,2024-12-31 00:00:00,PM-0000082,No Call Type,Promotion,Promotion
Travel & Hotel,2024-03-27 22:37:23,Travel & Hotel,Kartu Kredit BRI yang berlogo Visa,Agoda,seluruh destinasi,Diskon 8%,Diskon 8%,"- Berlaku untuk pemesanan melalui website agoda.com/visaid
- Berlaku untuk seluruh destinasi
- Berlaku untuk hotel yang berpartisipasi dengan label “Promotion Eligible” / “Promosi” pada halaman hasil pencarian di website
- Berlaku untuk biaya kamar akomodasi (tidak termasuk pajak daerah, biaya layanan, biaya tambahan, konsumsi pribadi dan sejenisnya)
- Berlaku untuk seluruh Kartu Kredit BRI yang berlogo Visa
- Periode pemesanan hingga 31 Desember 2025
- Periode inap hingga 31 Desember 2026","- Berlaku untuk pemesanan melalui website agoda.com/visaid
- Berlaku untuk seluruh destinasi
- Berlaku untuk hotel yang berpartisipasi dengan label “Promotion Eligible” / “Promosi” pada halaman hasil pencarian di website
- Berlaku untuk biaya kamar akomodasi (tidak termasuk pajak daerah, biaya layanan, biaya tambahan, konsumsi pribadi dan sejenisnya)
- Berlaku untuk seluruh Kartu Kredit BRI yang berlogo Visa
- Periode pemesanan hingga 31 Desember 2025
- Periode inap hingga 31 Desember 2026",2023-12-01 00:00:00,2025-12-31 00:00:00,PM-0000083,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 13:01:29,Food & Beverages,"Kartu Kredit,Kartu Debit,BRImo,QRIS",Gyu Shige,Seluruh outlet Gyu Shige,Diskon 20%,Diskon 20%,"1. Minimal transaksi Rp750.000
2. Maksimal diskon Rp150.000
3. Berlaku All Debit BRI & Credit Card BRI, QRIS BRImo
4. Berlaku setiap hari","1. Minimal transaksi Rp750.000
2. Maksimal diskon Rp150.000
3. Berlaku All Debit BRI & Credit Card BRI, QRIS BRImo
4. Berlaku setiap hari",2024-06-16 00:00:00,2024-12-31 00:00:00,PM-0000084,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 13:11:32,Food & Beverages,"Kartu Kredit,Kartu Debit",Greyhound Cafe,Seluruh outlet Greyhound,Diskon 20%,Diskon 20%,"1. Minimal transaksi Rp750.000
2. Maksimal diskon Rp150.000
3. Berlaku Kartu Debit Britama Bisnis, Kartu Debit Prioritas, Kartu Debit Private dan Kartu Kredit Platinum, JCB Platinum, World Access, Infinite
4. Berlaku hari kamis-minggu
5. Berlaku di seluruh outlet Greyhound Café","1. Minimal transaksi Rp750.000
2. Maksimal diskon Rp150.000
3. Berlaku Kartu Debit Britama Bisnis, Kartu Debit Prioritas, Kartu Debit Private dan Kartu Kredit Platinum, JCB Platinum, World Access, Infinite
4. Berlaku hari kamis-minggu
5. Berlaku di seluruh outlet Greyhound Café",2024-06-16 00:00:00,2024-12-31 00:00:00,PM-0000085,No Call Type,Promotion,Promotion
Food & Beverages,2024-03-27 22:37:23,Food & Beverages,"1. Kartu Debit BRI Prioritas dan Debit BRI Private
2. Kartu Kredit BRI Platinum (Mastercard & JCB),  World Access dan Infinite",Paul Depuis 1889 (Dessert On Us),Berlaku di seluruh outlet Paul Classic (Kecuali BEJ dan GI),"Beli 1 Main Course, gratis 1 selected Pastry/Slice Cake","Beli 1 Main Course, gratis 1 selected Pastry/Slice Cake",Berlaku Setiap Tanggal 25-30/31 setiap bulannya,Berlaku Setiap Tanggal 25-30/31 setiap bulannya,,2024-09-30 00:00:00,PM-0000086,No Call Type,Promotion,Promotion
Food & Beverages,2024-03-27 22:37:23,Food & Beverages,"Kartu Kredit BRI kecuali World Access, Infinite, dan Corporate Card)",LeTeN,Seluruh Indonesia,Diskon 20% maks. Rp200.000,Diskon 20% maks. Rp200.000,"1. Min. transaksi Rp350.000
2. Berlaku setiap hari","1. Min. transaksi Rp350.000
2. Berlaku setiap hari",2024-01-01 00:00:00,2024-06-30 00:00:00,PM-0000087,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-14 14:54:25,Food & Beverages,"Kartu Kredit,Kartu Debit,BRImo",Grand Hyatt,Jakarta,Diskon Rp250.000,Diskon Rp250.000,"1. Fountain Lounge, C’s Steak and Seafood, and La Moda
2. Berlaku di Fountain Lounge, C’s Steak and Seafood, dan di La Moda 
3. Minimum transaksi Rp1.500.000 sebelum pajak dan biaya servis 
4. Berlaku setiap hari jumat s.d minggu
5. Berlaku dengan jumlah maksimal satu transaksi per kartu/nama/hari di Grand Hyatt Jakarta
6. Berlaku untuk Afternoon Tea di Fountain Lounge dan Sunday Brunch di C’s Steak and Seafood
7. Tidak berlaku untuk promosi Guest Chef, program Le Petit Chef, menu special Natal dan Tahun Baru di C’s Steak and Seafood dan di Fountain Lounge","1. Fountain Lounge, C’s Steak and Seafood, and La Moda
2. Berlaku di Fountain Lounge, C’s Steak and Seafood, dan di La Moda 
3. Minimum transaksi Rp1.500.000 sebelum pajak dan biaya servis 
4. Berlaku setiap hari jumat s.d minggu
5. Berlaku dengan jumlah maksimal satu transaksi per kartu/nama/hari di Grand Hyatt Jakarta
6. Berlaku untuk Afternoon Tea di Fountain Lounge dan Sunday Brunch di C’s Steak and Seafood
7. Tidak berlaku untuk promosi Guest Chef, program Le Petit Chef, menu special Natal dan Tahun Baru di C’s Steak and Seafood dan di Fountain Lounge",2024-06-14 00:00:00,2024-12-31 00:00:00,PM-0000088,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-14 15:13:59,Food & Beverages,"Kartu Kredit,Kartu Debit",Wolfgang,Outlet Wolfgang SCBD,Get Special Dessert,Get Special Dessert,"1. Get Special Dessert
2. Tanpa minimum transaksi","1. Get Special Dessert
2. Tanpa minimum transaksi",2024-06-14 00:00:00,2024-12-31 00:00:00,PM-0000089,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 12:36:30,Food & Beverages,"Kartu Kredit,Kartu Debit",Kintan Buffet,Seluruh indonesia,Diskon 20%,Diskon 20%,"1. Minimal transaksi Rp750.000 
2. Maksimal diskon Rp200.000
3. Berlaku untuk Kartu Debit BRI (Prioritas & Private) dan Kartu Kredit BRI World Access & Infinite
4. Berlaku setiap hari senin-jumat
5. Tidak berlaku kelipatan
6. 1 kartu/hari/transaksi","1. Minimal transaksi Rp750.000 
2. Maksimal diskon Rp200.000
3. Berlaku untuk Kartu Debit BRI (Prioritas & Private) dan Kartu Kredit BRI World Access & Infinite
4. Berlaku setiap hari senin-jumat
5. Tidak berlaku kelipatan
6. 1 kartu/hari/transaksi",2024-06-16 00:00:00,2024-06-30 00:00:00,PM-0000090,No Call Type,Promotion,Promotion
